GO Term	Fold Change	Unipept	EggNOG	MEGAN	MetaGOmics	MPA	Prophane
 	Percentile (%)	13.628	-	61.284	-	-	-
'de novo' cotranslational protein folding	FC (WS / NS)	0.44 (1.58 / 0.91)	0 (8.2 / 8.21)	-	-0.09 (7.4 / 7.92)	-	-
 	Percentile (%)	13.7	54.932	-	64.092	-	-
nuclear export	FC (WS / NS)	0.44 (1.58 / 0.91)	0.33 (5.73 / 4.36)	-	-	-	-
 	Percentile (%)	13.736	16.121	-	-	-	-
negative regulation of hydrolase activity	FC (WS / NS)	0.44 (1.58 / 0.91)	-0.56 (5.46 / 8.49)	-1.93 (0 / 2.81)	-	-	-
 	Percentile (%)	13.772	73.418	96.657	-	-	-
regulation of peptidase activity	FC (WS / NS)	0.44 (1.58 / 0.91)	-0.89 (4.46 / 9.1)	-0.12 (6.46 / 7.1)	-0.78 (4.81 / 8.97)	-	-
 	Percentile (%)	13.808	77.024	79.371	84.998	-	-
regulation of endopeptidase activity	FC (WS / NS)	0.44 (1.58 / 0.91)	-0.84 (4.17 / 8.28)	-	-	-	-
 	Percentile (%)	13.844	76.69	-	-	-	-
regulation of cysteine-type endopeptidase activity	FC (WS / NS)	0.44 (1.58 / 0.91)	-0.58 (3.81 / 6.17)	-	-	-	-
 	Percentile (%)	13.88	73.633	-	-	-	-
dTTP biosynthetic process	FC (WS / NS)	0.43 (4 / 2.71)	-	0.11 (4.91 / 4.46)	-	-	-
 	Percentile (%)	14.024	-	27.917	-	-	-
hemolysis by symbiont of host erythrocytes	FC (WS / NS)	0.42 (5.78 / 4.08)	0.39 (5.75 / 4.15)	0.39 (5.78 / 4.17)	-	-	-
 	Percentile (%)	14.275	14.975	15.58	-	-	-
killing of cells of other organism	FC (WS / NS)	0.42 (5.78 / 4.08)	0.25 (8.92 / 7.32)	0.25 (9.38 / 7.75)	-	-	-
 	Percentile (%)	14.311	18.104	19.96	-	-	-
maintenance of mitochondrion location	FC (WS / NS)	0.42 (5.78 / 4.08)	0.4 (5.7 / 4.08)	0.39 (5.78 / 4.17)	0.39 (5.78 / 4.17)	-	-
 	Percentile (%)	14.383	14.784	15.848	14.707	-	-
cytolysis in other organism	FC (WS / NS)	0.42 (5.78 / 4.08)	0.27 (8.34 / 6.74)	0.26 (8.79 / 7.17)	-	-	-
 	Percentile (%)	14.419	17.387	19.458	-	-	-
cytolysis in other organism involved in symbiotic interaction	FC (WS / NS)	0.42 (5.78 / 4.08)	0.29 (7.75 / 6.15)	0.29 (7.78 / 6.17)	-	-	-
 	Percentile (%)	14.455	17.005	18.188	-	-	-
killing of cells in other organism involved in symbiotic interaction	FC (WS / NS)	0.42 (5.78 / 4.08)	0.27 (8.34 / 6.74)	0.27 (8.37 / 6.75)	-	-	-
 	Percentile (%)	14.491	17.411	18.857	-	-	-
negative regulation of transport	FC (WS / NS)	0.42 (2.32 / 1.49)	0.42 (5.81 / 4.08)	-	-	-	-
 	Percentile (%)	14.599	14.091	-	-	-	-
protein transport by the Tat complex	FC (WS / NS)	0.42 (2.32 / 1.49)	-	2 (3 / 0)	-	-	-
 	Percentile (%)	14.815	-	2.976	-	-	-
protein lipoylation	FC (WS / NS)	0.4 (3.91 / 2.71)	-0.93 (0 / 0.91)	0.9 (4.58 / 2)	2.27 (3.81 / 0)	2.58 (4.98 / 0)	-
 	Percentile (%)	14.923	78.887	10.632	1.918	4.793	-
protein repair	FC (WS / NS)	0.4 (3.91 / 2.71)	-	-1.58 (0 / 2)	-	-	-
 	Percentile (%)	14.959	-	94.082	-	-	-
acetoin catabolic process	FC (WS / NS)	0.4 (6.07 / 4.36)	1.23 (4.86 / 1.49)	-	0.44 (6.57 / 4.58)	0.24 (8.49 / 7.04)	-
 	Percentile (%)	15.067	5.613	-	13.035	14.524	-
ketone catabolic process	FC (WS / NS)	0.4 (6.15 / 4.43)	-	-	0.37 (7.95 / 5.91)	-	-
 	Percentile (%)	15.102	-	-	15.445	-	-
GTP biosynthetic process	FC (WS / NS)	0.39 (5.32 / 3.81)	-	0.71 (5.21 / 2.81)	0.29 (7.21 / 5.73)	0.03 (4.72 / 4.58)	-
 	Percentile (%)	15.174	-	11.969	17.954	35.294	-
anion transmembrane transport	FC (WS / NS)	0.39 (3.58 / 2.49)	-0.14 (4.32 / 4.86)	-0.18 (8.29 / 9.51)	0.12 (10.42 / 9.5)	-	-
 	Percentile (%)	15.21	62.885	81.478	28.726	-	-
regulation of translational fidelity	FC (WS / NS)	0.39 (5.52 / 3.99)	0.07 (7.48 / 7.06)	-0.01 (10.94 / 11.05)	-	-	-
 	Percentile (%)	15.39	35.777	70.478	-	-	-
peptidyl-cysteine modification	FC (WS / NS)	0.39 (4.32 / 3.08)	0.55 (4.7 / 2.91)	0.22 (5.29 / 4.39)	-	-	-
 	Percentile (%)	15.462	12.181	21.197	-	-	-
ribosomal small subunit biogenesis	FC (WS / NS)	0.37 (6.09 / 4.49)	0.01 (8.07 / 7.99)	0.02 (9.14 / 9.01)	0.4 (5.49 / 3.91)	2.89 (6.4 / 0)	-
 	Percentile (%)	16.073	45.426	43.43	13.822	2.542	-
organelle localization	FC (WS / NS)	0.36 (6.19 / 4.61)	0.22 (7.92 / 6.65)	-	-	-	-
 	Percentile (%)	16.253	19.011	-	-	-	-
glycine betaine transport	FC (WS / NS)	0.35 (3.46 / 2.49)	-	0.63 (5.17 / 3)	2.2 (3.58 / 0)	-	-
 	Percentile (%)	16.397	-	12.404	2.902	-	-
RNA methylation	FC (WS / NS)	0.35 (5.13 / 3.81)	0.37 (8.04 / 5.99)	0.16 (11.33 / 10.06)	-	-	-
 	Percentile (%)	16.505	15.405	24.908	-	-	-
pyrimidine deoxyribonucleotide biosynthetic process	FC (WS / NS)	0.35 (5 / 3.71)	-	0.05 (7.91 / 7.6)	-	-	-
 	Percentile (%)	16.577	-	35.239	-	-	-
dicarboxylic acid biosynthetic process	FC (WS / NS)	0.34 (8.46 / 6.46)	0.14 (8.92 / 7.99)	0.05 (13.63 / 13.1)	0.09 (10.08 / 9.42)	-	-
 	Percentile (%)	16.613	32.147	34.37	33.35	-	-
regulation of cellular component biogenesis	FC (WS / NS)	0.34 (4.52 / 3.36)	-0.23 (8.73 / 10.43)	-	0.14 (8.72 / 7.82)	-	-
 	Percentile (%)	16.649	65.703	-	26.316	-	-
IMP salvage	FC (WS / NS)	0.33 (5.91 / 4.49)	0.22 (5.17 / 4.3)	-	-	-	-
 	Percentile (%)	16.828	19.178	-	-	-	-
negative regulation of apoptotic process	FC (WS / NS)	0.33 (5.91 / 4.49)	-	0.39 (5.78 / 4.17)	0.23 (6.25 / 5.17)	-	-
 	Percentile (%)	16.864	-	15.68	20.61	-	-
regulation of apoptotic process	FC (WS / NS)	0.33 (5.95 / 4.55)	-0.1 (7.15 / 7.71)	-	0.22 (7.38 / 6.21)	-	-
 	Percentile (%)	17.044	61.07	-	21.495	-	-
D-gluconate metabolic process	FC (WS / NS)	0.32 (6.83 / 5.26)	0.14 (0 / -0.09)	0.24 (7.23 / 5.95)	-	0.12 (13.67 / 12.46)	0.03 (-6.25 / -6.14)
 	Percentile (%)	17.116	25.89	20.094	-	20.842	44.095
choline metabolic process	FC (WS / NS)	0.31 (5.49 / 4.23)	-	-	-	-	-
 	Percentile (%)	17.26	-	-	-	-	-
choline catabolic process	FC (WS / NS)	0.31 (5.39 / 4.15)	-	-	0.26 (5.09 / 4.09)	2.36 (4.14 / 0)	-
 	Percentile (%)	17.368	-	-	18.839	5.737	-
endosomal transport	FC (WS / NS)	0.31 (3 / 2.23)	-	-	-	-	-
 	Percentile (%)	17.404	-	-	-	-	-
fatty acid beta-oxidation	FC (WS / NS)	0.31 (3 / 2.23)	-	-1.1 (4.75 / 11.34)	-	-	-
 	Percentile (%)	17.476	-	92.277	-	-	-
fatty acid catabolic process	FC (WS / NS)	0.31 (3.32 / 2.49)	-	-	-0.29 (7.98 / 9.95)	-	-
 	Percentile (%)	17.62	-	-	75.504	-	-
hexose catabolic process	FC (WS / NS)	0.31 (5.46 / 4.23)	-0.02 (10.42 / 10.55)	0.06 (17.81 / 17.08)	-	-	-
 	Percentile (%)	17.691	56.222	33.768	-	-	-
valine biosynthetic process	FC (WS / NS)	0.31 (8.58 / 6.75)	0.34 (7.67 / 5.86)	0.33 (11.01 / 8.57)	0.35 (8.63 / 6.55)	0.12 (14.69 / 13.46)	-0.47 (-6.57 / -8.69)
 	Percentile (%)	17.727	15.93	17.185	16.085	21.641	82.774
pantothenate biosynthetic process	FC (WS / NS)	0.3 (3.58 / 2.71)	-0.07 (3.17 / 3.36)	0.92 (3.91 / 1.58)	1.11 (4.58 / 1.58)	-	-
 	Percentile (%)	17.799	60.091	10.598	7.182	-	-
peptidyl-pyrromethane cofactor linkage	FC (WS / NS)	0.3 (3.58 / 2.71)	0.8 (3.32 / 1.49)	0.79 (3.46 / 1.58)	-	-3.14 (0 / 7.81)	-
 	Percentile (%)	17.835	10.509	11.468	-	93.246	-
response to estradiol	FC (WS / NS)	0.3 (2.58 / 1.91)	0.05 (1.58 / 1.49)	-	-	-	-
 	Percentile (%)	17.907	38.763	-	-	-	-
response to progesterone	FC (WS / NS)	0.3 (2.58 / 1.91)	-	-	-	-	-
 	Percentile (%)	17.943	-	-	-	-	-
response to growth hormone	FC (WS / NS)	0.3 (2.58 / 1.91)	-	-	-	-	-
 	Percentile (%)	17.979	-	-	-	-	-
response to dehydroepiandrosterone	FC (WS / NS)	0.3 (2.58 / 1.91)	-	-	-	-	-
 	Percentile (%)	18.015	-	-	-	-	-
response to 11-deoxycorticosterone	FC (WS / NS)	0.3 (2.58 / 1.91)	-	-	-	-	-
 	Percentile (%)	18.051	-	-	-	-	-
protein dephosphorylation	FC (WS / NS)	0.29 (5.32 / 4.15)	-	-	0.34 (5.98 / 4.52)	0.16 (10.11 / 8.92)	-
 	Percentile (%)	18.195	-	-	16.626	17.502	-
maintenance of location	FC (WS / NS)	0.29 (6.07 / 4.76)	-0.06 (8.29 / 8.71)	-	-0.14 (7.94 / 8.87)	-	-
 	Percentile (%)	18.231	59.9	-	69.749	-	-
maintenance of location in cell	FC (WS / NS)	0.29 (6.07 / 4.76)	-0.02 (7.68 / 7.81)	-	-0.1 (7.15 / 7.73)	-	-
 	Percentile (%)	18.267	56.866	-	65.667	-	-
extracellular polysaccharide biosynthetic process	FC (WS / NS)	0.29 (5.49 / 4.3)	0.2 (6.27 / 5.33)	-	-	0.18 (11.31 / 9.83)	-
 	Percentile (%)	18.375	19.68	-	-	16.267	-
deoxyribonucleotide catabolic process	FC (WS / NS)	0.29 (7.31 / 5.79)	-	0.26 (8.19 / 6.67)	-	0.18 (14.25 / 12.45)	-0.36 (-7.14 / -8.88)
 	Percentile (%)	18.483	-	19.492	-	16.412	78.765
peptidyl-amino acid modification	FC (WS / NS)	0.29 (5.21 / 4.08)	-0.03 (9.98 / 10.22)	-0.01 (13.92 / 14.05)	0.05 (9.71 / 9.36)	-	0.22 (-3.15 / -2.85)
 	Percentile (%)	18.519	57.822	70.177	41.712	-	18.743
protein-cofactor linkage	FC (WS / NS)	0.29 (4.75 / 3.71)	-	0.5 (6.7 / 4.46)	-	-	-
 	Percentile (%)	18.59	-	13.842	-	-	-
deoxyribose phosphate catabolic process	FC (WS / NS)	0.29 (5.46 / 4.3)	-	0.29 (5 / 3.91)	-	-	-
 	Percentile (%)	18.662	-	18.255	-	-	-
UDP-glucose metabolic process	FC (WS / NS)	0.29 (5.83 / 4.61)	0.33 (5.04 / 3.81)	0.22 (6.29 / 5.25)	0.37 (5.55 / 4.09)	0.11 (9.66 / 8.85)	-0.06 (-8.24 / -8.52)
 	Percentile (%)	18.77	16.074	21.097	15.642	22.222	52.871
autophagy	FC (WS / NS)	0.28 (4.86 / 3.81)	1.37 (1.58 / 0)	-	-	-	-
 	Percentile (%)	18.806	4.968	-	-	-	-
isoleucine biosynthetic process	FC (WS / NS)	0.28 (9.01 / 7.23)	0.38 (7.83 / 5.79)	0.21 (12.17 / 10.36)	0.24 (9.01 / 7.47)	0.1 (14.86 / 13.83)	-0.27 (-4.7 / -5.46)
 	Percentile (%)	18.878	15.285	21.632	19.823	24.546	73.456
polyamine metabolic process	FC (WS / NS)	0.28 (5.43 / 4.3)	-0.21 (8.38 / 9.82)	0.31 (9.13 / 7.17)	-0.08 (10.4 / 11.07)	-	-
 	Percentile (%)	19.058	65.059	17.72	63.256	-	-
organelle assembly	FC (WS / NS)	0.28 (6.78 / 5.43)	0.03 (9.77 / 9.55)	0.04 (11.23 / 10.89)	-0.04 (7.4 / 7.61)	3.1 (7.57 / 0)	-
 	Percentile (%)	19.202	42.871	37.513	58.977	2.033	-
monosaccharide catabolic process	FC (WS / NS)	0.27 (5.7 / 4.55)	-0.01 (11 / 11.1)	0.06 (18.48 / 17.75)	0.09 (7.48 / 6.94)	-	-
 	Percentile (%)	19.346	55.911	34.069	32.169	-	-
neurotransmitter transport	FC (WS / NS)	0.27 (2 / 1.49)	-	-	-	-	-
 	Percentile (%)	19.417	-	-	-	-	-
detection of light stimulus	FC (WS / NS)	0.27 (2 / 1.49)	-	-	-	-	-
 	Percentile (%)	19.453	-	-	-	-	-
pyrimidine nucleoside metabolic process	FC (WS / NS)	0.27 (2 / 1.49)	0.15 (8.43 / 7.49)	0.04 (14.72 / 14.24)	0.07 (10.99 / 10.44)	-	0.05 (-8.88 / -8.6)
 	Percentile (%)	19.489	20.874	36.643	37.531	-	41.495
chloroplast accumulation movement	FC (WS / NS)	0.27 (2 / 1.49)	-	-	-	-	-
 	Percentile (%)	19.597	-	-	-	-	-
plastid localization	FC (WS / NS)	0.27 (2 / 1.49)	-	-	-	-	-
 	Percentile (%)	19.669	-	-	-	-	-
regulation of phosphate metabolic process	FC (WS / NS)	0.27 (4.25 / 3.36)	-0.43 (7.42 / 10.31)	0.22 (8.16 / 6.85)	0.11 (11.9 / 10.97)	-2.39 (0 / 4.25)	-
 	Percentile (%)	19.849	70.743	21.03	30.398	87.945	-
regulation of phosphorus metabolic process	FC (WS / NS)	0.27 (4.25 / 3.36)	-0.36 (7.91 / 10.47)	-	0.11 (12.2 / 11.24)	-2.39 (0 / 4.25)	-
 	Percentile (%)	19.885	69.811	-	30.103	88.017	-
regulation of cell death	FC (WS / NS)	0.27 (6.04 / 4.86)	-0.06 (8.57 / 8.96)	0.18 (8.95 / 7.79)	0.19 (9.04 / 7.79)	-	-
 	Percentile (%)	19.921	59.637	23.47	23.02	-	-
regulation of programmed cell death	FC (WS / NS)	0.27 (6.04 / 4.86)	-0.05 (8.01 / 8.31)	0.19 (8.37 / 7.23)	0.2 (8.42 / 7.21)	-	-
 	Percentile (%)	19.957	58.992	23.036	22.676	-	-
glycine biosynthetic process from serine	FC (WS / NS)	0.26 (6.83 / 5.52)	-2.2 (0 / 3.61)	0.2 (6.46 / 5.49)	0.24 (6.67 / 5.49)	-0.01 (11.81 / 11.94)	0.04 (-7.72 / -7.53)
 	Percentile (%)	20.029	92.405	22.367	19.921	49.891	43.337
neurotransmitter biosynthetic process	FC (WS / NS)	0.26 (7 / 5.66)	-	0.18 (8.18 / 7.13)	-	-	-
 	Percentile (%)	20.065	-	23.537	-	-	-
diaminopimelate metabolic process	FC (WS / NS)	0.26 (8.86 / 7.22)	0.27 (6.91 / 5.58)	0.05 (13.31 / 12.79)	0.31 (9.65 / 7.61)	0.03 (12.85 / 12.58)	-0.73 (-3.72 / -5.52)
 	Percentile (%)	20.137	17.698	34.437	17.068	37.545	89.816
DNA replication initiation	FC (WS / NS)	0.26 (4.52 / 3.61)	0.88 (4.95 / 2.23)	2.32 (4 / 0)	1.45 (4.46 / 1)	-	-
 	Percentile (%)	20.209	9.649	1.07	5.952	-	-
threonine biosynthetic process	FC (WS / NS)	0.26 (7.38 / 5.99)	0.43 (3.7 / 2.49)	0.23 (9.81 / 8.23)	0.24 (7.21 / 5.93)	-0.1 (8.36 / 9.04)	0.08 (-10.11 / -9.63)
 	Percentile (%)	20.245	14.043	20.863	19.725	62.092	37.27
dTMP biosynthetic process	FC (WS / NS)	0.26 (3.17 / 2.49)	0 (0 / 0)	0.06 (4 / 3.81)	-	-	-
 	Percentile (%)	20.352	48.292	33.868	-	-	-
deoxyribonucleoside monophosphate metabolic process	FC (WS / NS)	0.26 (3.17 / 2.49)	2.27 (3.81 / 0)	0.05 (9.1 / 8.78)	-	-3.26 (0 / 8.55)	-
 	Percentile (%)	20.388	0.74	36.175	-	94.771	-
pyrimidine deoxyribonucleoside monophosphate metabolic process	FC (WS / NS)	0.26 (3.17 / 2.49)	1.93 (2.81 / 0)	0.04 (8.17 / 7.91)	-	-3.26 (0 / 8.55)	-
 	Percentile (%)	20.424	1.935	37.111	-	94.844	-
siroheme biosynthetic process	FC (WS / NS)	0.25 (5.04 / 4.08)	-	-	0.19 (5.36 / 4.58)	2.68 (5.43 / 0)	-
 	Percentile (%)	20.568	-	-	23.364	4.285	-
digestion	FC (WS / NS)	0.25 (5.46 / 4.43)	-	-	0.22 (5.36 / 4.46)	-	-
 	Percentile (%)	20.604	-	-	21.299	-	-
aromatic amino acid family biosynthetic process	FC (WS / NS)	0.25 (7.63 / 6.26)	-0.06 (7.45 / 7.83)	0.23 (11.67 / 9.8)	0.21 (7.7 / 6.51)	-	-
 	Percentile (%)	20.64	59.924	20.829	21.594	-	-
leucine biosynthetic process	FC (WS / NS)	0.25 (6.7 / 5.49)	0.24 (7.73 / 6.36)	0.26 (9.63 / 7.88)	0.34 (7.07 / 5.39)	-1.05 (4.57 / 10.54)	-
 	Percentile (%)	20.712	18.247	19.525	16.675	83.515	-
branched-chain amino acid biosynthetic process	FC (WS / NS)	0.25 (10.03 / 8.31)	0.23 (9.91 / 8.27)	0.2 (13.97 / 12.05)	0.23 (10.66 / 8.95)	0.09 (15.78 / 14.75)	-0.43 (-3.52 / -4.38)
 	Percentile (%)	20.784	18.677	22.434	20.708	24.764	81.473
regulation of carbohydrate metabolic process	FC (WS / NS)	0.24 (4 / 3.23)	0.54 (4.09 / 2.49)	0.46 (3.58 / 2.32)	-0.58 (6 / 9.49)	-1.37 (0 / 1.58)	-
 	Percentile (%)	20.964	12.252	14.376	83.178	84.241	-
fructose 1,6-bisphosphate metabolic process	FC (WS / NS)	0.24 (8.62 / 7.14)	0.14 (0 / -0.09)	0.02 (9.6 / 9.42)	0.17 (8.61 / 7.56)	0.14 (13.87 / 12.46)	-0.52 (-6.16 / -8.41)
 	Percentile (%)	21.072	26.511	41.658	24.496	18.809	84.615
heme biosynthetic process	FC (WS / NS)	0.24 (5.09 / 4.15)	0.15 (3.32 / 2.91)	0.05 (7.23 / 6.97)	-	-	-
 	Percentile (%)	21.108	21.113	36.041	-	-	-
heme metabolic process	FC (WS / NS)	0.24 (5.09 / 4.15)	-	-	0.11 (7.67 / 7.02)	-	-
 	Percentile (%)	21.143	-	-	29.562	-	-
cellular ketone metabolic process	FC (WS / NS)	0.24 (6.63 / 5.46)	0.07 (8.61 / 8.14)	0.13 (10 / 9.03)	0.26 (9.48 / 7.72)	0.19 (8.59 / 7.39)	-
 	Percentile (%)	21.179	35.849	26.212	18.495	15.541	-
protein phosphorylation	FC (WS / NS)	0.24 (2.81 / 2.23)	0.01 (8.57 / 8.51)	-	0.14 (8.12 / 7.29)	-	-
 	Percentile (%)	21.215	45.88	-	26.66	-	-
glucan catabolic process	FC (WS / NS)	0.24 (2.81 / 2.23)	-0.37 (5.04 / 6.84)	2.35 (4.09 / 0)	-0.32 (5.04 / 6.54)	-	-
 	Percentile (%)	21.251	70.002	0.836	77.324	-	-
cellular polysaccharide catabolic process	FC (WS / NS)	0.24 (2.81 / 2.23)	-0.37 (5.04 / 6.82)	2.35 (4.09 / 0)	-0.55 (4.58 / 7.19)	-	-
 	Percentile (%)	21.287	69.979	0.903	82.538	-	-
trehalose catabolic process	FC (WS / NS)	0.24 (2.81 / 2.23)	1 (1 / 0)	-	-	-	-
 	Percentile (%)	21.395	7.452	-	-	-	-
establishment of organelle localization	FC (WS / NS)	0.24 (2.81 / 2.23)	0.33 (5.64 / 4.3)	2 (3 / 0)	-	-	-
 	Percentile (%)	21.431	16.097	3.042	-	-	-
branched-chain amino acid metabolic process	FC (WS / NS)	0.24 (10.1 / 8.41)	0.21 (10.91 / 9.28)	0.18 (15.02 / 13.1)	0.21 (11.69 / 9.99)	0.09 (15.78 / 14.75)	-0.65 (-2.52 / -3.38)
 	Percentile (%)	21.467	19.465	23.17	21.938	24.691	88.516
cytoskeleton organization	FC (WS / NS)	0.24 (6.46 / 5.33)	-0.01 (6.63 / 6.69)	0.37 (9.15 / 6.86)	-	-	-
 	Percentile (%)	21.575	55.72	16.449	-	-	-
tetrahydrofolate biosynthetic process	FC (WS / NS)	0.24 (5.39 / 4.43)	-	0.86 (5.52 / 2.58)	-	1.49 (1.81 / 0)	-
 	Percentile (%)	21.683	-	10.732	-	7.843	-
SRP-dependent cotranslational protein targeting to membrane	FC (WS / NS)	0.23 (6.7 / 5.55)	0.21 (5.04 / 4.23)	0.26 (8.08 / 6.58)	0.31 (6.51 / 5.04)	0.37 (10.35 / 7.81)	-0.09 (-10.26 / -10.87)
 	Percentile (%)	21.719	19.561	19.559	16.921	11.983	56.771
protein localization to organelle	FC (WS / NS)	0.23 (6.7 / 5.55)	0.04 (7.94 / 7.71)	0.18 (11.11 / 9.71)	0.12 (9.85 / 8.98)	0.37 (10.35 / 7.81)	-0.13 (-7.67 / -8.28)
 	Percentile (%)	21.755	41.247	23.504	28.529	12.055	59.48
organic cation transport	FC (WS / NS)	0.23 (3.58 / 2.91)	-0.97 (2.32 / 5.49)	0.06 (7.48 / 7.14)	-0.06 (5.88 / 6.19)	-	-
 	Percentile (%)	21.827	81.801	33.601	61.289	-	-
response to steroid hormone	FC (WS / NS)	0.23 (3.58 / 2.91)	0.05 (1.58 / 1.49)	-	-	-	-
 	Percentile (%)	21.899	38.834	-	-	-	-
response to alcohol	FC (WS / NS)	0.23 (3.58 / 2.91)	-0.02 (7.56 / 7.67)	-	-	-	-
 	Percentile (%)	21.935	56.437	-	-	-	-
DNA unwinding involved in DNA replication	FC (WS / NS)	0.22 (4.09 / 3.36)	0.72 (4.32 / 2.23)	-0.34 (2.81 / 3.81)	-	-0.3 (-0.19 / 0)	-
 	Percentile (%)	22.186	10.843	85.523	-	72.985	-
cyclic nucleotide biosynthetic process	FC (WS / NS)	0.22 (3.32 / 2.71)	-	-	-	-	-
 	Percentile (%)	22.474	-	-	-	-	-
protein biotinylation	FC (WS / NS)	0.22 (3.32 / 2.71)	-	-	-	2.95 (6.72 / 0)	-
 	Percentile (%)	22.51	-	-	-	2.324	-
lysine biosynthetic process via diaminopimelate	FC (WS / NS)	0.22 (8.02 / 6.75)	0.36 (5.61 / 4.15)	0.06 (12.12 / 11.55)	-	0.03 (12.19 / 11.91)	-0.52 (-5.05 / -6.83)
 	Percentile (%)	22.618	15.5	32.364	-	36.311	84.724
cysteinyl-tRNA aminoacylation	FC (WS / NS)	0.22 (5.64 / 4.71)	0.38 (5 / 3.61)	0.27 (5.52 / 4.39)	0.24 (5.52 / 4.52)	2.73 (5.62 / 0)	-
 	Percentile (%)	22.654	15.214	18.623	20.02	3.994	-
carbon utilization	FC (WS / NS)	0.22 (7.22 / 6.08)	-2.2 (0 / 3.61)	0.1 (8.47 / 7.83)	0.14 (7.37 / 6.61)	0.12 (14.03 / 12.86)	-0.26 (-7.28 / -8.54)
 	Percentile (%)	22.762	92.381	29.087	26.906	21.714	72.914
rRNA metabolic process	FC (WS / NS)	0.21 (7.94 / 6.7)	-	-	-	-	-
 	Percentile (%)	22.869	-	-	-	-	-
rRNA processing	FC (WS / NS)	0.21 (7.89 / 6.69)	0.23 (8.57 / 7.18)	-	-0.01 (8.78 / 8.87)	-	-
 	Percentile (%)	23.121	18.844	-	56.124	-	-
sister chromatid cohesion	FC (WS / NS)	0.21 (4.32 / 3.61)	-	0.14 (4.17 / 3.7)	-	-0.3 (-0.19 / 0)	-
 	Percentile (%)	23.157	-	25.878	-	73.275	-
response to ketone	FC (WS / NS)	0.2 (4.17 / 3.49)	-	-	-0.08 (8.39 / 8.93)	-	-
 	Percentile (%)	23.373	-	-	63.109	-	-
purine ribonucleoside salvage	FC (WS / NS)	0.2 (6.73 / 5.71)	-	0.14 (8.71 / 7.81)	-	0.55 (9.15 / 5.91)	-0.26 (-8.73 / -10.25)
 	Percentile (%)	23.409	-	25.777	-	10.675	72.264
regulation of transport	FC (WS / NS)	0.2 (4.64 / 3.91)	-0.19 (8.46 / 9.79)	0.14 (7.3 / 6.55)	0.09 (14.06 / 13.2)	-	-
 	Percentile (%)	23.481	64.724	26.078	33.94	-	-
polysaccharide catabolic process	FC (WS / NS)	0.2 (5.17 / 4.36)	-0.31 (5.98 / 7.63)	0.01 (7.14 / 7.08)	-0.04 (7.61 / 7.82)	-	-
 	Percentile (%)	23.553	67.614	46.74	59.026	-	-
S-adenosylmethionine biosynthetic process	FC (WS / NS)	0.2 (6.87 / 5.86)	-0.05 (2.58 / 2.71)	0.22 (6.52 / 5.46)	0.18 (6.71 / 5.83)	0.01 (13.03 / 12.97)	-0.21 (-7.48 / -8.49)
 	Percentile (%)	23.697	59.231	21.297	23.955	41.83	66.847
mitotic cell cycle process	FC (WS / NS)	0.2 (3 / 2.49)	-0.15 (4.52 / 5.11)	0.12 (6.29 / 5.7)	-	-	-
 	Percentile (%)	23.768	63.172	27.182	-	-	-
maturation of SSU-rRNA	FC (WS / NS)	0.2 (4 / 3.36)	-	-	-	-	-
 	Percentile (%)	23.84	-	-	-	-	-
fructose 6-phosphate metabolic process	FC (WS / NS)	0.2 (7.17 / 6.13)	0.14 (0 / -0.09)	0.2 (6.92 / 5.88)	-	0.15 (15.13 / 13.57)	0.13 (-9.66 / -8.91)
 	Percentile (%)	23.876	22.809	22.267	-	18.591	30.336
enzyme-directed rRNA 2'-O-methylation	FC (WS / NS)	0.19 (2.32 / 1.91)	1.14 (1 / -0.09)	-	0.92 (3.91 / 1.58)	-	-
 	Percentile (%)	23.912	5.804	-	8.067	-	-
reciprocal meiotic recombination	FC (WS / NS)	0.19 (2.32 / 1.91)	-	-0.01 (6.11 / 6.15)	-	-	-
 	Percentile (%)	23.948	-	69.241	-	-	-
positive regulation of multicellular organismal process	FC (WS / NS)	0.19 (2.32 / 1.91)	-0.14 (7.41 / 8.27)	-	0.08 (12.46 / 11.77)	-	-
 	Percentile (%)	24.056	62.933	-	35.514	-	-
positive regulation of androst-4-ene-3,17-dione biosynthetic process	FC (WS / NS)	0.19 (2.32 / 1.91)	-	-	-	-	-
 	Percentile (%)	24.164	-	-	-	-	-
regulation of gonad development	FC (WS / NS)	0.19 (2.32 / 1.91)	-	-	-	-	-
 	Percentile (%)	24.2	-	-	-	-	-
positive regulation of progesterone biosynthetic process	FC (WS / NS)	0.19 (2.32 / 1.91)	-	-	-	-	-
 	Percentile (%)	24.236	-	-	-	-	-
regulation of female gonad development	FC (WS / NS)	0.19 (2.32 / 1.91)	-	-	-	-	-
 	Percentile (%)	24.272	-	-	-	-	-
regulation of reproductive process	FC (WS / NS)	0.19 (2.32 / 1.91)	-0.46 (4.95 / 7.17)	-	-	-	-
 	Percentile (%)	24.308	71.65	-	-	-	-
regulation of steroid hormone secretion	FC (WS / NS)	0.19 (2.32 / 1.91)	-	-	-	-	-
 	Percentile (%)	24.344	-	-	-	-	-
positive regulation of androstenedione secretion	FC (WS / NS)	0.19 (2.32 / 1.91)	-	-	-	-	-
 	Percentile (%)	24.38	-	-	-	-	-
positive regulation of progesterone secretion	FC (WS / NS)	0.19 (2.32 / 1.91)	-	-	-	-	-
 	Percentile (%)	24.416	-	-	-	-	-
